Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Average Journal Impact Factor Percentile,Normalized Eigenfactor
Journal of Minimally Invasive Gynecology,J MINIM INVAS GYN,1553-4650,"5,911",4.137,3.693,3.670,2.345,174,5.4,7.6,0.007630,0.944,85.06,83.735,1.60022
Journal of Mining and Metallurgy Section B-Metallurgy,J MIN METALL B,1450-5339,508,1.382,1.157,1.260,0.556,45,5.2,9.0,0.000380,0.196,100.00,36.875,0.08133
JOURNAL OF MINING SCIENCE,J MIN SCI+,1062-7391,"1,026",0.456,0.295,0.539,0.179,56,7.7,10.1,0.000570,0.082,100.00,2.381,0.12121
Journal of Mixed Methods Research,J MIX METHOD RES,1558-6898,"2,202",5.267,3.667,5.705,2.049,41,9.5,10.1,0.001270,1.179,92.68,96.818,0.26717
JOURNAL OF MODERN AFRICAN STUDIES,J MOD AFR STUD,0022-278X,"1,603",1.469,1.408,1.711,0.192,26,16.9,8.6,0.001030,0.830,100.00,65.625,0.21659
Journal of Modern Dynamics,J MOD DYNAM,1930-5311,333,0.848,0.761,0.815,0.357,14,8.5,16.6,0.001170,1.054,100.00,30.550,0.24552
Journal of Modern European History,J MOD EUR HIST,1611-8944,178,0.247,0.234,0.390,0.205,44,6.7,18.2,0.001310,0.743,100.00,11.386,0.27562
JOURNAL OF MODERN HISTORY,J MOD HIST,0022-2801,762,0.806,0.806,1.124,0.118,17,22.3,22.6,0.001540,1.686,94.12,70.792,0.32375
JOURNAL OF MODERN ITALIAN STUDIES,J MOD ITAL STUD,1354-571X,326,1.070,1.070,0.774,0.100,30,8.8,16.2,0.000880,0.556,100.00,82.673,0.18594
JOURNAL OF MODERN OPTICS,J MOD OPTIC,0950-0340,"5,477",1.464,1.388,1.361,0.254,169,10.4,9.2,0.004150,0.302,99.41,25.758,0.86982
Journal of Modern Power Systems and Clean Energy,J MOD POWER SYST CLE,2196-5625,"1,955",3.265,2.720,3.459,0.730,126,3.1,5.5,0.003660,0.744,92.86,63.919,0.76840
JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,J MOL CELL CARDIOL,0022-2828,"17,399",5.000,4.906,5.816,1.764,161,7.9,7.9,0.015690,1.460,93.79,62.760,3.28782
JOURNAL OF MOLECULAR BIOLOGY,J MOL BIOL,0022-2836,"65,163",5.469,5.337,5.826,2.830,407,16.8,8.3,0.038400,2.326,68.30,75.336,8.04538
Journal of Molecular Cell Biology,J MOL CELL BIOL,1674-2788,"3,144",6.216,5.728,6.688,2.870,69,5.0,7.5,0.004700,1.805,81.16,70.000,0.98497
JOURNAL OF MOLECULAR DIAGNOSTICS,J MOL DIAGN,1525-1578,"5,407",5.568,5.284,6.343,1.576,139,5.8,5.8,0.009650,2.316,94.24,83.766,2.02386
JOURNAL OF MOLECULAR ENDOCRINOLOGY,J MOL ENDOCRINOL,0952-5041,"4,891",5.098,5.074,4.755,0.849,53,7.2,7.6,0.004770,1.171,69.81,76.207,1.00076
JOURNAL OF MOLECULAR EVOLUTION,J MOL EVOL,0022-2844,"8,871",2.395,2.145,2.282,1.769,52,25.3,10.6,0.001430,0.654,71.15,28.931,0.30053
JOURNAL OF MOLECULAR GRAPHICS & MODELLING,J MOL GRAPH MODEL,1093-3263,"9,768",2.518,2.323,2.293,1.191,246,18.8,9.4,0.003520,0.353,100.00,45.912,0.73907
JOURNAL OF MOLECULAR HISTOLOGY,J MOL HISTOL,1567-2379,"1,630",2.611,2.528,2.502,0.397,73,7.2,6.9,0.001190,0.461,94.52,23.846,0.24953
JOURNAL OF MOLECULAR LIQUIDS,J MOL LIQ,0167-7322,"49,876",6.165,5.184,5.642,1.857,"2,308",2.9,7.3,0.051590,0.705,97.49,82.153,10.80962
JOURNAL OF MOLECULAR MEDICINE-JMM,J MOL MED,0946-2716,"9,445",4.599,4.536,6.029,1.385,148,7.4,6.5,0.008480,1.420,68.92,65.893,1.77690
JOURNAL OF MOLECULAR MODELING,J MOL MODEL,1610-2940,"7,207",1.810,1.650,1.675,0.397,350,7.0,10.2,0.004690,0.270,99.14,21.069,0.98298
JOURNAL OF MOLECULAR NEUROSCIENCE,J MOL NEUROSCI,0895-8696,"6,989",3.444,3.279,3.129,0.682,333,6.3,7.9,0.006300,0.613,98.20,42.288,1.32022
JOURNAL OF MOLECULAR RECOGNITION,J MOL RECOGNIT,0952-3499,"2,377",2.137,2.000,1.961,0.800,60,9.6,8.2,0.001150,0.337,96.67,22.015,0.24290
JOURNAL OF MOLECULAR SPECTROSCOPY,J MOL SPECTROSC,0022-2852,"6,628",1.507,1.316,1.792,0.368,76,22.0,16.0,0.003050,0.471,100.00,29.698,0.63934
JOURNAL OF MOLECULAR STRUCTURE,J MOL STRUCT,0022-2860,"31,008",3.196,2.620,2.618,1.378,"1,755",4.5,9.0,0.018010,0.293,99.37,49.074,3.77340
JOURNAL OF MOLLUSCAN STUDIES,J MOLLUS STUD,0260-1230,"2,176",1.348,1.292,1.697,0.310,42,13.9,13.9,0.001210,0.449,100.00,37.825,0.25546
JOURNAL OF MONETARY ECONOMICS,J MONETARY ECON,0304-3932,"11,300",4.269,4.160,5.343,1.216,102,15.9,9.8,0.019980,6.282,100.00,86.985,4.18749
JOURNAL OF MONEY CREDIT AND BANKING,J MONEY CREDIT BANK,0022-2879,"6,840",1.912,1.774,2.890,0.547,94,13.9,9.6,0.007950,2.227,100.00,44.809,1.66698
JOURNAL OF MORAL EDUCATION,J MORAL EDUC,0305-7240,"1,290",2.220,1.949,2.007,0.529,70,12.3,11.7,0.000910,0.579,100.00,47.917,0.19112
Journal of Moral Philosophy,J MORAL PHILOS,1740-4681,253,0.508,0.508,0.703,0.087,23,7.7,11.7,0.000750,0.503,91.30,13.393,0.15720
JOURNAL OF MORPHOLOGY,J MORPHOL,0362-2525,"7,139",1.804,1.612,1.908,0.375,144,18.4,16.5,0.003200,0.519,92.36,45.238,0.67152
JOURNAL OF MOTOR BEHAVIOR,J MOTOR BEHAV,0022-2895,"2,775",1.328,1.254,1.457,0.652,135,13.9,12.4,0.001230,0.369,94.07,10.447,0.25800
JOURNAL OF MOTOR BEHAVIOR,J MOTOR BEHAV,0022-2895,"2,775",1.328,1.254,1.457,0.652,135,13.9,12.4,0.001230,0.369,94.07,10.447,0.25800
Journal of Mountain Science,J MT SCI-ENGL,1672-6316,"3,315",2.071,1.849,2.113,0.727,216,4.5,9.3,0.003730,0.393,99.54,27.555,0.78232
Journal of Movement Disorders,J MOV DISORD,2005-940X,556,2.683,2.585,4.087,1.704,27,3.9,7.7,0.001080,1.017,66.67,33.894,0.22822
JOURNAL OF MULTICULTURAL COUNSELING AND DEVELOPMENT,J MULTICULT COUNS D,0883-8534,842,1.294,1.265,2.477,0.789,19,11.1,11.0,0.000580,0.650,94.74,11.446,0.12343
Journal of Multidisciplinary Healthcare,J MULTIDISCIP HEALTH,1178-2390,"1,737",2.404,2.269,3.521,0.281,192,4.5,6.2,0.003190,0.917,86.46,32.870,0.66862
JOURNAL OF MULTILINGUAL AND MULTICULTURAL DEVELOPMENT,J MULTILING MULTICUL,0143-4632,"1,965",2.814,2.381,2.849,0.626,179,6.6,9.9,0.002820,0.962,98.32,88.860,0.59141
Journal of Multinational Financial Management,J MULTINATL FINANC M,1042-444X,"1,122",3.945,3.782,3.496,1.071,28,7.2,9.9,0.000820,0.567,100.00,81.019,0.17260
JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,J MULT-VALUED LOG S,1542-3980,491,0.861,0.750,0.646,0.222,45,8.3,8.8,0.000410,0.141,100.00,40.444,0.08669
JOURNAL OF MULTIVARIATE ANALYSIS,J MULTIVARIATE ANAL,0047-259X,"6,401",1.473,1.420,1.701,0.265,83,11.8,12.9,0.008360,1.120,100.00,49.200,1.75212
JOURNAL OF MUSCLE RESEARCH AND CELL MOTILITY,J MUSCLE RES CELL M,0142-4319,"1,678",2.698,2.581,2.820,1.550,40,14.3,10.9,0.001020,0.779,97.50,24.359,0.21518
JOURNAL OF MUSCULOSKELETAL & NEURONAL INTERACTIONS,J MUSCULOSKEL NEURON,1108-7161,"2,075",2.041,1.959,2.417,0.194,67,10.0,9.9,0.001450,0.558,86.57,19.387,0.30550
JOURNAL OF MUSIC THERAPY,J MUSIC THER,0022-2917,985,1.742,1.613,2.500,0.529,17,12.5,8.5,0.000440,0.518,88.24,35.811,0.09389
Journal of Nano Research,J NANO RES-SW,1662-5250,990,2.929,2.802,1.468,0.519,52,4.0,7.7,0.000910,0.204,98.08,44.091,0.19238
JOURNAL OF NANOBIOTECHNOLOGY,J NANOBIOTECHNOL,****-****,"6,775",10.435,10.242,9.151,1.601,173,3.9,5.4,0.007010,1.407,91.33,88.997,1.46927
Journal of Nanoelectronics and Optoelectronics,J NANOELECTRON OPTOE,1555-130X,954,0.961,0.788,0.725,0.095,200,3.0,6.1,0.000960,0.094,100.00,7.768,0.20160
Journal of Nanomaterials,J NANOMATER,1687-4110,"11,919",2.986,2.922,2.753,0.624,197,6.0,6.4,0.008760,0.399,92.39,38.454,1.83647
JOURNAL OF NANOPARTICLE RESEARCH,J NANOPART RES,1388-0764,"14,863",2.253,2.159,2.359,0.434,376,7.8,6.9,0.007100,0.369,94.68,29.804,1.48780
Journal of Nanophotonics,J NANOPHOTONICS,1934-2608,"1,135",1.494,1.358,1.177,0.378,74,5.5,8.0,0.001020,0.203,97.30,18.290,0.21503
Journal of Nanostructure in Chemistry,J NANOSTRUCTURE CHEM,2008-9244,"1,580",6.391,6.275,5.723,0.622,45,4.4,5.2,0.001350,0.689,93.33,72.393,0.28388
Journal of Natural Fibers,J NAT FIBERS,1544-0478,"2,684",5.323,3.220,4.183,1.079,522,2.5,7.5,0.001320,0.333,98.08,98.000,0.27787
Journal of Natural Gas Science and Engineering,J NAT GAS SCI ENG,1875-5100,"14,458",4.965,4.102,4.993,1.180,540,4.3,7.5,0.022060,0.887,93.33,69.030,4.62300
JOURNAL OF NATURAL HISTORY,J NAT HIST,0022-2933,"3,950",1.016,0.967,1.006,0.252,119,14.7,16.9,0.002280,0.305,95.80,21.801,0.47899
Journal of Natural Medicines,J NAT MED-TOKYO,1340-3443,"2,708",2.343,2.159,2.301,1.212,118,6.8,9.3,0.001660,0.353,94.07,26.277,0.34890
JOURNAL OF NATURAL PRODUCTS,J NAT PROD,0163-3864,"32,074",4.050,3.720,4.603,1.245,420,11.0,9.1,0.016490,0.815,97.86,68.995,3.45656
JOURNAL OF NAVIGATION,J NAVIGATION,0373-4633,"2,526",1.995,1.866,2.277,1.013,78,7.5,6.8,0.001990,0.454,100.00,50.072,0.41769
JOURNAL OF NEAR INFRARED SPECTROSCOPY,J NEAR INFRARED SPEC,0967-0335,"1,579",1.372,1.295,1.863,0.409,44,9.8,9.6,0.000760,0.341,100.00,29.062,0.16102
JOURNAL OF NEMATOLOGY,J NEMATOL,0022-300X,"3,460",1.402,0.985,2.012,0.225,129,19.8,13.8,0.001070,0.406,99.22,47.143,0.22575
Journal of Nepal Medical Association,J NEPAL MED ASSOC,0028-2715,499,0.406,0.396,0.494,0.058,242,7.2,7.7,0.000450,0.113,98.35,3.919,0.09558
JOURNAL OF NEPHROLOGY,J NEPHROL,1121-8428,"3,926",3.902,3.247,3.667,1.538,208,5.6,6.8,0.004460,0.915,73.08,73.889,0.93602
JOURNAL OF NERVOUS AND MENTAL DISEASE,J NERV MENT DIS,0022-3018,"10,037",2.254,2.183,2.689,0.712,146,13.4,10.0,0.005510,0.746,92.47,28.766,1.15463
JOURNAL OF NERVOUS AND MENTAL DISEASE,J NERV MENT DIS,0022-3018,"10,037",2.254,2.183,2.689,0.712,146,13.4,10.0,0.005510,0.746,92.47,28.766,1.15463
JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,J NETW COMPUT APPL,1084-8045,"9,700",6.281,5.903,6.048,1.750,184,4.0,4.8,0.011500,0.982,78.26,91.454,2.41018
Journal of Network and Systems Management,J NETW SYST MANAG,1064-7570,580,2.026,1.833,2.139,0.531,64,3.8,5.4,0.000700,0.367,100.00,29.838,0.14790
Journal of Neural Engineering,J NEURAL ENG,1741-2560,"9,572",5.379,4.655,5.484,0.962,318,5.5,7.8,0.012750,1.395,96.86,77.170,2.67224
JOURNAL OF NEURAL TRANSMISSION,J NEURAL TRANSM,0300-9564,"8,972",3.575,3.455,3.717,1.187,171,8.9,8.4,0.007300,0.894,63.16,52.627,1.53077
JOURNAL OF NEUROCHEMISTRY,J NEUROCHEM,0022-3042,"40,281",5.372,5.157,5.690,1.398,327,13.1,9.0,0.019170,1.364,81.96,74.817,4.01680
Journal of Neurodevelopmental Disorders,J NEURODEV DISORD,1866-1947,"1,819",4.025,3.963,4.639,0.857,42,5.8,8.2,0.002850,1.429,90.48,62.082,0.59804
JOURNAL OF NEUROENDOCRINOLOGY,J NEUROENDOCRINOL,0953-8194,"6,629",3.627,3.427,3.673,1.375,112,10.0,10.1,0.004830,0.985,76.79,46.207,1.01387
Journal of NeuroEngineering and Rehabilitation,J NEUROENG REHABIL,****-****,"7,017",4.262,3.841,5.216,0.618,152,6.3,8.2,0.007590,1.228,90.13,75.832,1.59198
Journal of Neurogastroenterology and Motility,J NEUROGASTROENTEROL,2093-0879,"2,217",4.924,4.661,4.538,1.170,53,4.5,8.0,0.003800,1.183,79.25,70.438,0.79662
JOURNAL OF NEUROGENETICS,J NEUROGENET,0167-7063,807,1.250,1.231,1.800,0.850,60,8.2,9.5,0.000730,0.513,68.33,7.370,0.15497
JOURNAL OF NEUROIMAGING,J NEUROIMAGING,1051-2284,"2,870",2.486,2.324,2.427,0.628,156,6.4,8.2,0.003940,0.733,92.95,36.829,0.82577
Journal of Neuroimmune Pharmacology,J NEUROIMMUNE PHARM,1557-1890,"3,445",4.147,3.916,4.637,2.817,82,6.9,7.8,0.002860,1.043,60.98,62.222,0.60072
JOURNAL OF NEUROIMMUNOLOGY,J NEUROIMMUNOL,0165-5728,"12,584",3.478,3.294,3.438,0.824,227,10.9,7.3,0.007840,0.771,88.11,40.183,1.64444
Journal of Neuroinflammation,J NEUROINFLAMM,****-****,"19,657",8.322,7.957,8.218,1.597,367,4.7,6.9,0.027070,1.868,91.83,89.552,5.67322
Journal of NeuroInterventional Surgery,J NEUROINTERV SURG,1759-8478,"7,426",5.836,4.905,4.815,2.647,224,3.3,5.0,0.016070,1.355,90.63,90.987,3.36768
JOURNAL OF NEUROLINGUISTICS,J NEUROLINGUIST,0911-6044,"1,446",1.710,1.654,1.964,0.630,46,9.5,10.6,0.001460,0.639,91.30,32.134,0.30724
JOURNAL OF NEUROLINGUISTICS,J NEUROLINGUIST,0911-6044,"1,446",1.710,1.654,1.964,0.630,46,9.5,10.6,0.001460,0.639,91.30,32.134,0.30724
Journal of Neurologic Physical Therapy,J NEUROL PHYS THER,1557-0576,"1,491",3.649,3.298,4.288,1.792,24,7.4,8.9,0.001510,1.061,95.83,74.654,0.31811
Journal of Neurological Surgery Part A-Central European Neurosurgery,J NEUROL SURG PART A,2193-6315,788,1.268,1.201,1.257,0.237,114,4.4,8.7,0.001310,0.313,81.58,11.387,0.27554
Journal of Neurological Surgery Part B-Skull Base,J NEUROL SURG PART B,2193-6331,"1,330",1.826,1.717,2.057,0.225,138,4.4,9.4,0.002420,0.519,86.96,23.270,0.50749
JOURNAL OF NEUROLOGY,J NEUROL,0340-5354,"21,116",4.849,4.555,5.020,2.205,635,7.4,6.9,0.021660,1.400,80.16,75.240,4.53902
JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY,J NEUROL NEUROSUR PS,0022-3050,"37,094",10.154,9.846,10.066,5.289,149,13.5,7.0,0.026380,3.187,77.85,96.164,5.52861
JOURNAL OF NEURO-ONCOLOGY,J NEURO-ONCOL,0167-594X,"15,608",4.130,3.899,4.234,1.041,294,6.9,6.9,0.016390,1.019,80.95,59.152,3.43418
JOURNAL OF NEURO-OPHTHALMOLOGY,J NEURO-OPHTHALMOL,1070-8022,"2,206",3.042,2.780,2.893,1.075,67,7.2,9.5,0.002660,0.865,91.04,50.384,0.55770
JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY,J NEUROPATH EXP NEUR,0022-3069,"11,189",3.685,3.507,4.225,0.672,122,13.0,8.2,0.006630,1.284,88.52,59.478,1.39059
JOURNAL OF NEUROPHYSIOLOGY,J NEUROPHYSIOL,0022-3077,"43,100",2.714,2.465,2.709,0.629,356,14.5,12.3,0.025750,1.003,94.38,37.342,5.39555
JOURNAL OF NEUROPSYCHIATRY AND CLINICAL NEUROSCIENCES,J NEUROPSYCH CLIN N,0895-0172,"4,177",2.198,2.066,2.662,1.377,53,13.7,8.8,0.002240,0.769,90.57,22.394,0.47111
Journal of Neuropsychology,J NEUROPSYCHOL,1748-6645,768,2.864,2.729,2.797,0.789,57,5.7,11.3,0.001090,0.833,100.00,56.021,0.22998
Journal of Neuropsychology,J NEUROPSYCHOL,1748-6645,768,2.864,2.729,2.797,0.789,57,5.7,11.3,0.001090,0.833,100.00,56.021,0.22998
JOURNAL OF NEURORADIOLOGY,J NEURORADIOLOGY,0150-9861,"1,475",3.447,3.155,2.880,3.347,49,5.0,6.7,0.001920,0.802,73.47,55.839,0.40326
JOURNAL OF NEUROSCIENCE,J NEUROSCI,0270-6474,"186,015",6.167,5.920,6.993,1.413,700,11.3,10.0,0.130970,2.650,99.86,81.136,27.44108
JOURNAL OF NEUROSCIENCE METHODS,J NEUROSCI METH,0165-0270,"19,451",2.390,2.240,3.183,0.796,314,12.2,8.4,0.014090,1.009,85.67,28.655,2.95300
JOURNAL OF NEUROSCIENCE NURSING,J NEUROSCI NURS,0888-0395,"1,127",1.230,0.991,1.395,0.379,58,8.3,5.5,0.000790,0.285,93.10,17.612,0.16664
JOURNAL OF NEUROSCIENCE NURSING,J NEUROSCI NURS,0888-0395,"1,127",1.230,0.991,1.395,0.379,58,8.3,5.5,0.000790,0.285,93.10,17.612,0.16664
Journal of Neuroscience Psychology and Economics,J NEUROSCI PSYCHOL E,1937-321X,371,1.310,1.276,1.333,0.214,14,7.5,12.8,0.000380,0.503,100.00,29.425,0.08139
JOURNAL OF NEUROSCIENCE RESEARCH,J NEUROSCI RES,0360-4012,"15,264",4.164,4.063,4.428,1.710,255,12.4,8.7,0.009390,1.159,65.49,61.722,1.96762
JOURNAL OF NEUROSURGERY,J NEUROSURG,0022-3085,"43,275",5.115,4.825,5.152,3.637,430,12.9,8.8,0.027680,1.324,94.88,83.992,5.79965
Journal of Neurosurgery-Pediatrics,J NEUROSURG-PEDIATR,1933-0707,"5,911",2.375,2.170,2.874,0.632,182,6.2,9.8,0.007520,0.776,92.86,44.896,1.57754
JOURNAL OF NEUROSURGERY-SPINE,J NEUROSURG-SPINE,1547-5654,"10,175",3.602,3.368,3.970,1.039,231,6.9,8.0,0.011700,1.106,94.81,67.301,2.45271
JOURNAL OF NEUROSURGICAL ANESTHESIOLOGY,J NEUROSURG ANESTH,0898-4921,"1,988",3.956,2.670,2.991,2.156,45,7.7,6.8,0.001470,0.647,88.89,69.451,0.30853
Journal of Neurosurgical Sciences,J NEUROSURG SCI,0390-5616,"1,160",2.279,2.238,2.059,0.855,69,4.7,9.8,0.001460,0.466,76.81,36.332,0.30656
JOURNAL OF NEUROTRAUMA,J NEUROTRAUM,0897-7151,"19,004",5.269,4.657,5.452,1.383,326,7.3,8.0,0.018210,1.299,93.56,77.797,3.81591
JOURNAL OF NEUROVIROLOGY,J NEUROVIROL,1355-0284,"3,532",2.643,2.476,2.987,0.962,130,7.6,7.7,0.003840,0.816,86.15,29.617,0.80595
JOURNAL OF NEW MATERIALS FOR ELECTROCHEMICAL SYSTEMS,J NEW MAT ELECTR SYS,1480-2422,411,0.720,0.547,0.803,0.205,39,11.0,8.5,0.000140,0.076,97.44,4.370,0.02995
JOURNAL OF NEW MUSIC RESEARCH,J NEW MUSIC RES,0929-8215,554,1.143,0.984,1.133,0.200,35,10.7,12.7,0.000500,0.364,100.00,7.589,0.10592
JOURNAL OF NIPPON MEDICAL SCHOOL,J NIPPON MED SCH,1345-4676,809,0.920,0.876,1.112,0.321,56,8.6,11.1,0.000630,0.240,89.29,18.047,0.13405
Journal of Noncommutative Geometry,J NONCOMMUT GEOM,1661-6952,369,0.733,0.686,0.836,0.350,40,5.6,19.0,0.001720,0.784,100.00,16.715,0.36189
JOURNAL OF NON-CRYSTALLINE SOLIDS,J NON-CRYST SOLIDS,0022-3093,"30,791",3.531,3.052,3.208,1.172,477,13.0,9.7,0.013120,0.511,98.53,68.883,2.74897
JOURNAL OF NONDESTRUCTIVE EVALUATION,J NONDESTRUCT EVAL,0195-9298,"1,672",1.995,1.832,2.203,0.446,83,5.7,9.3,0.001850,0.476,97.59,54.688,0.38889
JOURNAL OF NON-EQUILIBRIUM THERMODYNAMICS,J NON-EQUIL THERMODY,0340-0204,938,3.328,3.131,2.511,1.828,29,8.8,10.9,0.000660,0.489,96.55,71.365,0.14022
Journal of Nonlinear and Convex Analysis,J NONLINEAR CONVEX A,1345-4773,"1,589",1.075,0.725,0.926,0.256,199,5.7,8.6,0.002230,0.251,100.00,47.074,0.46743
Journal of Nonlinear and Variational Analysis,J NONLINEAR VAR ANAL,2560-6921,155,1.855,1.855,1.852,0.172,29,2.3,13.2,0.000420,0.507,100.00,76.937,0.08859
JOURNAL OF NONLINEAR MATHEMATICAL PHYSICS,J NONLINEAR MATH PHY,1402-9251,775,1.053,0.921,1.055,0.405,42,10.7,17.9,0.000710,0.348,97.62,30.600,0.15020
JOURNAL OF NONLINEAR OPTICAL PHYSICS & MATERIALS,J NONLINEAR OPT PHYS,0218-8635,579,0.977,0.977,0.875,Not Available,0,7.2,Not Available,0.000440,0.174,Not Available,12.167,0.09332
JOURNAL OF NONLINEAR SCIENCE,J NONLINEAR SCI,0938-8974,"2,210",3.621,3.444,3.153,1.245,98,5.9,12.2,0.005270,1.600,100.00,86.629,1.10487
JOURNAL OF NON-NEWTONIAN FLUID MECHANICS,J NON-NEWTON FLUID,0377-0257,"7,484",2.670,2.103,2.731,0.634,112,12.7,12.5,0.003710,0.620,98.21,56.985,0.77772
JOURNAL OF NONPARAMETRIC STATISTICS,J NONPARAMETR STAT,1048-5252,"1,149",1.231,1.143,1.442,0.244,41,10.2,15.2,0.001550,0.733,100.00,38.000,0.32586
JOURNAL OF NONVERBAL BEHAVIOR,J NONVERBAL BEHAV,0191-5886,"1,936",2.938,2.688,2.883,1.300,30,16.2,11.4,0.001100,0.967,83.33,54.615,0.23153
JOURNAL OF NUCLEAR CARDIOLOGY,J NUCL CARDIOL,1071-3581,"5,882",5.952,3.238,4.703,2.061,311,4.3,7.3,0.005390,0.863,91.00,82.752,1.12980
JOURNAL OF NUCLEAR MATERIALS,J NUCL MATER,0022-3115,"32,651",2.936,2.250,2.841,0.657,559,9.5,10.2,0.021890,0.633,99.11,69.361,4.58798
JOURNAL OF NUCLEAR MEDICINE,J NUCL MED,0161-5505,"32,949",10.057,9.176,8.573,4.011,264,7.7,6.3,0.032490,2.190,99.24,98.134,6.80744
JOURNAL OF NUCLEAR SCIENCE AND TECHNOLOGY,J NUCL SCI TECHNOL,0022-3131,"4,453",1.599,1.282,1.292,0.339,181,12.9,10.6,0.002990,0.383,100.00,63.235,0.62681
JOURNAL OF NUMBER THEORY,J NUMBER THEORY,0022-314X,"3,230",0.720,0.641,0.739,0.242,236,10.2,19.1,0.009030,0.640,100.00,29.242,1.89290
Journal of Numerical Mathematics,J NUMER MATH,1570-2820,567,3.778,3.630,2.222,0.538,13,8.2,10.8,0.000890,1.078,100.00,96.845,0.18837
JOURNAL OF NURSING ADMINISTRATION,J NURS ADMIN,0002-0443,"3,331",1.737,1.561,2.067,0.420,100,8.4,6.0,0.002580,0.496,99.00,42.686,0.54170
JOURNAL OF NURSING ADMINISTRATION,J NURS ADMIN,0002-0443,"3,331",1.737,1.561,2.067,0.420,100,8.4,6.0,0.002580,0.496,99.00,42.686,0.54170
JOURNAL OF NURSING CARE QUALITY,J NURS CARE QUAL,1057-3631,"1,370",1.597,1.435,1.754,0.500,70,7.9,6.5,0.001390,0.475,92.86,35.368,0.29186
JOURNAL OF NURSING CARE QUALITY,J NURS CARE QUAL,1057-3631,"1,370",1.597,1.435,1.754,0.500,70,7.9,6.5,0.001390,0.475,92.86,35.368,0.29186
JOURNAL OF NURSING EDUCATION,J NURS EDUC,0148-4834,"3,535",1.726,1.560,2.002,0.256,121,8.0,5.4,0.003310,0.532,95.04,41.873,0.69416
JOURNAL OF NURSING EDUCATION,J NURS EDUC,0148-4834,"3,535",1.726,1.560,2.002,0.256,121,8.0,5.4,0.003310,0.532,95.04,41.873,0.69416
Journal of Nursing Management,J NURS MANAGE,0966-0429,"5,861",3.325,2.508,3.843,1.039,333,6.3,5.9,0.004870,0.743,90.09,75.459,1.02053
Journal of Nursing Management,J NURS MANAGE,0966-0429,"5,861",3.325,2.508,3.843,1.039,333,6.3,5.9,0.004870,0.743,90.09,75.459,1.02053
Journal of Nursing Research,J NURS RES,1682-3141,"1,134",1.682,1.598,2.078,0.508,63,6.4,7.7,0.001120,0.452,92.06,39.434,0.23671
Journal of Nursing Research,J NURS RES,1682-3141,"1,134",1.682,1.598,2.078,0.508,63,6.4,7.7,0.001120,0.452,92.06,39.434,0.23671
JOURNAL OF NURSING SCHOLARSHIP,J NURS SCHOLARSHIP,1527-6546,"4,200",3.176,3.074,4.462,0.814,86,8.2,5.9,0.003780,1.047,86.05,92.276,0.79311
JOURNAL OF NURSING SCHOLARSHIP,J NURS SCHOLARSHIP,1527-6546,"4,200",3.176,3.074,4.462,0.814,86,8.2,5.9,0.003780,1.047,86.05,92.276,0.79311
JOURNAL OF NUTRITION,J NUTR,0022-3166,"46,681",4.798,4.500,5.718,1.396,359,14.5,8.3,0.020580,1.429,96.38,69.101,4.31202
JOURNAL OF NUTRITION EDUCATION AND BEHAVIOR,J NUTR EDUC BEHAV,1499-4046,"5,130",3.045,2.754,3.695,0.952,126,7.1,7.3,0.005160,0.960,98.41,52.368,1.08149
Journal of Nutrition Health & Aging,J NUTR HEALTH AGING,1279-7707,"7,384",4.075,3.500,3.589,1.682,239,6.9,6.1,0.006370,0.788,95.40,59.773,1.33560
JOURNAL OF NUTRITIONAL BIOCHEMISTRY,J NUTR BIOCHEM,0955-2863,"14,446",6.048,5.883,6.114,1.546,163,7.0,7.6,0.010580,1.053,93.25,80.302,2.21810
JOURNAL OF NUTRITIONAL SCIENCE AND VITAMINOLOGY,J NUTR SCI VITAMINOL,0301-4800,"2,739",2.000,1.957,1.653,0.110,82,12.1,10.4,0.001440,0.327,93.90,21.910,0.30261
Journal of Obsessive-Compulsive and Related Disorders,J OBSESS-COMPULS REL,2211-3649,"1,109",1.677,1.323,2.086,0.589,73,5.4,10.6,0.001550,0.522,89.04,19.158,0.32633
Journal of Obsessive-Compulsive and Related Disorders,J OBSESS-COMPULS REL,2211-3649,"1,109",1.677,1.323,2.086,0.589,73,5.4,10.6,0.001550,0.522,89.04,19.158,0.32633
JOURNAL OF OBSTETRICS AND GYNAECOLOGY,J OBSTET GYNAECOL,0144-3615,"3,561",1.246,1.194,1.029,0.457,444,7.3,8.9,0.003490,0.261,90.09,7.831,0.73211
JOURNAL OF OBSTETRICS AND GYNAECOLOGY RESEARCH,J OBSTET GYNAECOL RE,1341-8076,"5,136",1.730,1.640,1.695,0.243,432,6.1,7.8,0.006210,0.421,92.36,16.265,1.30117
